,name,image,depth
225,houston_1_5_H_-16_000025,"[[[0.6        0.6        0.6       ]
  [0.8901961  0.7137255  0.5921569 ]
  [0.89411765 0.7176471  0.59607846]
  ...
  [0.78431374 0.6784314  0.6313726 ]
  [0.75686276 0.6509804  0.60784316]
  [0.7372549  0.6431373  0.5921569 ]]

 [[0.6        0.6        0.6       ]
  [0.8901961  0.7137255  0.5921569 ]
  [0.89411765 0.7176471  0.59607846]
  ...
  [0.7921569  0.6901961  0.64705884]
  [0.77254903 0.6627451  0.6156863 ]
  [0.77254903 0.67058825 0.6156863 ]]

 [[0.6        0.6        0.6       ]
  [0.8901961  0.7137255  0.5921569 ]
  [0.89411765 0.7176471  0.59607846]
  ...
  [0.8117647  0.7137255  0.6666667 ]
  [0.7921569  0.68235296 0.6313726 ]
  [0.8039216  0.69411767 0.63529414]]

 ...

 [[0.6        0.6        0.6       ]
  [0.65882355 0.5176471  0.42352942]
  [0.65882355 0.5176471  0.42352942]
  ...
  [0.5372549  0.4745098  0.4745098 ]
  [0.5372549  0.4745098  0.4745098 ]
  [0.5372549  0.4745098  0.4745098 ]]

 [[0.6        0.6        0.6       ]
  [0.65882355 0.5176471  0.42352942]
  [0.65882355 0.5176471  0.42352942]
  ...
  [0.5372549  0.4745098  0.4745098 ]
  [0.5372549  0.4745098  0.4745098 ]
  [0.5372549  0.4745098  0.4745098 ]]

 [[0.6        0.6        0.6       ]
  [0.65882355 0.5176471  0.42352942]
  [0.6627451  0.5137255  0.42352942]
  ...
  [0.5372549  0.4745098  0.4745098 ]
  [0.5372549  0.4745098  0.4745098 ]
  [0.5372549  0.4745098  0.4745098 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.14117648 0.14117648 0.14117648]
 [0.01176471 0.01176471 0.01176471 ... 0.14117648 0.14117648 0.14117648]
 [0.01176471 0.01176471 0.01176471 ... 0.14117648 0.14117648 0.14117648]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
226,houston_1_5_H_-16_000026,"[[[0.6        0.6        0.6       ]
  [0.8862745  0.72156864 0.6       ]
  [0.8901961  0.7254902  0.6       ]
  ...
  [0.6627451  0.5882353  0.53333336]
  [0.81960785 0.7176471  0.67058825]
  [0.8156863  0.70980394 0.65882355]]

 [[0.6        0.6        0.6       ]
  [0.8862745  0.72156864 0.59607846]
  [0.8901961  0.7254902  0.6       ]
  ...
  [0.72156864 0.6392157  0.5882353 ]
  [0.8156863  0.7019608  0.6509804 ]
  [0.8156863  0.7019608  0.6509804 ]]

 [[0.6        0.6        0.6       ]
  [0.8862745  0.72156864 0.59607846]
  [0.8901961  0.7254902  0.6       ]
  ...
  [0.78431374 0.6901961  0.6431373 ]
  [0.81960785 0.70980394 0.6627451 ]
  [0.8156863  0.7019608  0.6509804 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.62352943 0.49019608 0.40392157]
  [0.62352943 0.49411765 0.40784314]
  ...
  [0.5764706  0.5058824  0.49019608]
  [0.57254905 0.5019608  0.4862745 ]
  [0.57254905 0.5019608  0.4862745 ]]

 [[0.6        0.6        0.6       ]
  [0.62352943 0.49019608 0.40784314]
  [0.61960787 0.49411765 0.4117647 ]
  ...
  [0.5803922  0.50980395 0.49411765]
  [0.57254905 0.5019608  0.4862745 ]
  [0.5686275  0.49803922 0.48235294]]

 [[0.6        0.6        0.6       ]
  [0.62352943 0.49411765 0.40784314]
  [0.61960787 0.49411765 0.4117647 ]
  ...
  [0.5803922  0.50980395 0.49411765]
  [0.5764706  0.50980395 0.49803922]
  [0.57254905 0.5058824  0.49411765]]]","[[0.01176471 0.01176471 0.01176471 ... 0.14117648 0.14117648 0.14117648]
 [0.01176471 0.01176471 0.01176471 ... 0.14117648 0.14117648 0.14117648]
 [0.01176471 0.01176471 0.01176471 ... 0.14117648 0.14117648 0.14117648]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
227,houston_1_5_H_-16_000027,"[[[0.6        0.6        0.6       ]
  [0.8862745  0.7137255  0.6       ]
  [0.8666667  0.7058824  0.5882353 ]
  ...
  [0.6901961  0.5882353  0.52156866]
  [0.7137255  0.6039216  0.5411765 ]
  [0.80784315 0.7019608  0.6509804 ]]

 [[0.6        0.6        0.6       ]
  [0.8862745  0.7137255  0.6       ]
  [0.8666667  0.7058824  0.5882353 ]
  ...
  [0.7019608  0.5803922  0.5137255 ]
  [0.7921569  0.6627451  0.5921569 ]
  [0.8392157  0.7176471  0.65882355]]

 [[0.6        0.6        0.6       ]
  [0.8862745  0.7137255  0.6       ]
  [0.8666667  0.7058824  0.5882353 ]
  ...
  [0.8117647  0.6862745  0.627451  ]
  [0.87058824 0.7411765  0.67058825]
  [0.85490197 0.7294118  0.6666667 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.6509804  0.52156866 0.42352942]
  [0.654902   0.52156866 0.42352942]
  ...
  [0.5411765  0.4862745  0.4745098 ]
  [0.5411765  0.4862745  0.4745098 ]
  [0.5411765  0.4862745  0.4745098 ]]

 [[0.6        0.6        0.6       ]
  [0.654902   0.52156866 0.42352942]
  [0.654902   0.52156866 0.42745098]
  ...
  [0.5411765  0.4862745  0.4745098 ]
  [0.5411765  0.4862745  0.4745098 ]
  [0.5411765  0.4862745  0.4745098 ]]

 [[0.6        0.6        0.6       ]
  [0.65882355 0.5254902  0.42745098]
  [0.6627451  0.5294118  0.43137255]
  ...
  [0.54509807 0.4862745  0.4745098 ]
  [0.5411765  0.4862745  0.4745098 ]
  [0.5411765  0.4862745  0.4745098 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.13725491 0.13725491 0.13725491]
 [0.01176471 0.01176471 0.01176471 ... 0.13725491 0.13725491 0.13725491]
 [0.01176471 0.01176471 0.01176471 ... 0.13725491 0.13725491 0.13725491]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
228,houston_1_5_H_-16_000028,"[[[0.6        0.6        0.6       ]
  [0.8627451  0.69411767 0.56078434]
  [0.8627451  0.69411767 0.56078434]
  ...
  [0.7607843  0.65882355 0.6156863 ]
  [0.85490197 0.73333335 0.6784314 ]
  [0.85490197 0.7372549  0.6784314 ]]

 [[0.6        0.6        0.6       ]
  [0.8666667  0.69803923 0.5647059 ]
  [0.8627451  0.69411767 0.56078434]
  ...
  [0.7607843  0.654902   0.6117647 ]
  [0.8627451  0.7411765  0.6862745 ]
  [0.8509804  0.7411765  0.68235296]]

 [[0.6        0.6        0.6       ]
  [0.8666667  0.69803923 0.5647059 ]
  [0.8666667  0.69803923 0.5647059 ]
  ...
  [0.7921569  0.6901961  0.6431373 ]
  [0.8392157  0.73333335 0.6862745 ]
  [0.8352941  0.7294118  0.6784314 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.654902   0.52156866 0.42352942]
  [0.654902   0.5254902  0.42745098]
  ...
  [0.6117647  0.5686275  0.56078434]
  [0.5764706  0.53333336 0.5254902 ]
  [0.5764706  0.53333336 0.5254902 ]]

 [[0.6        0.6        0.6       ]
  [0.654902   0.52156866 0.42352942]
  [0.65882355 0.5294118  0.43529412]
  ...
  [0.627451   0.58431375 0.5803922 ]
  [0.5803922  0.5372549  0.5294118 ]
  [0.5764706  0.53333336 0.5254902 ]]

 [[0.6        0.6        0.6       ]
  [0.654902   0.5254902  0.42745098]
  [0.65882355 0.53333336 0.4392157 ]
  ...
  [0.62352943 0.5803922  0.5764706 ]
  [0.5882353  0.54509807 0.5411765 ]
  [0.5764706  0.5372549  0.5294118 ]]]","[[0.07058824 0.07058824 0.07058824 ... 0.13725491 0.13725491 0.13725491]
 [0.07058824 0.07058824 0.07058824 ... 0.13725491 0.13725491 0.13725491]
 [0.07058824 0.07058824 0.07058824 ... 0.13725491 0.13725491 0.13725491]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
229,houston_1_5_H_-16_000029,"[[[0.6        0.6        0.6       ]
  [0.5137255  0.4117647  0.34509805]
  [0.44313726 0.35686275 0.29411766]
  ...
  [0.7372549  0.654902   0.60784316]
  [0.78039217 0.69803923 0.6431373 ]
  [0.81960785 0.7254902  0.67058825]]

 [[0.6        0.6        0.6       ]
  [0.45490196 0.3647059  0.30980393]
  [0.34901962 0.2784314  0.23529412]
  ...
  [0.7490196  0.6745098  0.61960787]
  [0.77254903 0.69803923 0.6392157 ]
  [0.8        0.7137255  0.654902  ]]

 [[0.6        0.6        0.6       ]
  [0.4        0.31764707 0.28627452]
  [0.29803923 0.23529412 0.21568628]
  ...
  [0.7529412  0.68235296 0.6313726 ]
  [0.78431374 0.70980394 0.64705884]
  [0.7764706  0.69803923 0.6431373 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.68235296 0.54901963 0.44313726]
  [0.68235296 0.54901963 0.44313726]
  ...
  [0.50980395 0.4627451  0.4627451 ]
  [0.49803922 0.4509804  0.4509804 ]
  [0.49019608 0.44705883 0.44705883]]

 [[0.6        0.6        0.6       ]
  [0.68235296 0.54901963 0.44705883]
  [0.68235296 0.54901963 0.44705883]
  ...
  [0.50980395 0.4627451  0.4627451 ]
  [0.5058824  0.45882353 0.45882353]
  [0.49803922 0.45490196 0.45490196]]

 [[0.6        0.6        0.6       ]
  [0.68235296 0.54901963 0.44705883]
  [0.68235296 0.54901963 0.4509804 ]
  ...
  [0.50980395 0.4627451  0.4627451 ]
  [0.50980395 0.4627451  0.4627451 ]
  [0.5058824  0.4627451  0.45882353]]]","[[0.06666667 0.06666667 0.06666667 ... 0.13333334 0.13333334 0.13333334]
 [0.06666667 0.06666667 0.06666667 ... 0.13333334 0.13333334 0.13333334]
 [0.06666667 0.06666667 0.06666667 ... 0.13333334 0.13333334 0.13333334]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
230,houston_1_5_H_-16_000030,"[[[0.6        0.6        0.6       ]
  [0.34117648 0.19215687 0.22352941]
  [0.3764706  0.20784314 0.21960784]
  ...
  [0.7294118  0.6784314  0.6431373 ]
  [0.75686276 0.69803923 0.64705884]
  [0.7647059  0.7058824  0.6509804 ]]

 [[0.6        0.6        0.6       ]
  [0.40392157 0.23529412 0.24705882]
  [0.49019608 0.3019608  0.2901961 ]
  ...
  [0.7372549  0.69803923 0.6627451 ]
  [0.7647059  0.70980394 0.6627451 ]
  [0.76862746 0.70980394 0.65882355]]

 [[0.6        0.6        0.6       ]
  [0.4509804  0.26666668 0.25490198]
  [0.5803922  0.38431373 0.34901962]
  ...
  [0.7490196  0.7137255  0.6784314 ]
  [0.7647059  0.7176471  0.6745098 ]
  [0.76862746 0.70980394 0.65882355]]

 ...

 [[0.6        0.6        0.6       ]
  [0.654902   0.52156866 0.42352942]
  [0.654902   0.52156866 0.42352942]
  ...
  [0.43529412 0.39607844 0.39607844]
  [0.42352942 0.38431373 0.3882353 ]
  [0.41960785 0.38039216 0.38431373]]

 [[0.6        0.6        0.6       ]
  [0.654902   0.52156866 0.42352942]
  [0.65882355 0.5254902  0.42745098]
  ...
  [0.44705883 0.40784314 0.40392157]
  [0.43529412 0.39607844 0.39607844]
  [0.42745098 0.3882353  0.39215687]]

 [[0.6        0.6        0.6       ]
  [0.654902   0.52156866 0.42352942]
  [0.6627451  0.5294118  0.43137255]
  ...
  [0.45490196 0.41568628 0.4117647 ]
  [0.44313726 0.40392157 0.40392157]
  [0.4392157  0.4        0.4       ]]]","[[0.06666667 0.06666667 0.06666667 ... 0.13333334 0.13333334 0.13333334]
 [0.06666667 0.06666667 0.06666667 ... 0.13333334 0.13333334 0.13333334]
 [0.06666667 0.06666667 0.06666667 ... 0.13333334 0.13333334 0.13333334]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
231,houston_1_5_H_-16_000031,"[[[0.6        0.6        0.6       ]
  [0.8        0.627451   0.4627451 ]
  [0.78039217 0.60784316 0.4509804 ]
  ...
  [0.74509805 0.69803923 0.6745098 ]
  [0.7647059  0.7254902  0.6901961 ]
  [0.7607843  0.7254902  0.68235296]]

 [[0.6        0.6        0.6       ]
  [0.8        0.6313726  0.47058824]
  [0.78039217 0.6156863  0.4627451 ]
  ...
  [0.6784314  0.61960787 0.59607846]
  [0.7607843  0.72156864 0.68235296]
  [0.75686276 0.7176471  0.6745098 ]]

 [[0.6        0.6        0.6       ]
  [0.7921569  0.6313726  0.48235294]
  [0.7647059  0.6117647  0.4745098 ]
  ...
  [0.7019608  0.6313726  0.60784316]
  [0.7529412  0.7137255  0.6745098 ]
  [0.74509805 0.7058824  0.65882355]]

 ...

 [[0.6        0.6        0.6       ]
  [0.6627451  0.5372549  0.4392157 ]
  [0.6627451  0.5372549  0.4392157 ]
  ...
  [0.5137255  0.4509804  0.45490196]
  [0.50980395 0.44705883 0.45490196]
  [0.5058824  0.44313726 0.45490196]]

 [[0.6        0.6        0.6       ]
  [0.6627451  0.5372549  0.4392157 ]
  [0.6627451  0.5372549  0.4392157 ]
  ...
  [0.5137255  0.4509804  0.45490196]
  [0.5137255  0.4509804  0.45490196]
  [0.5058824  0.44313726 0.4509804 ]]

 [[0.6        0.6        0.6       ]
  [0.6627451  0.5372549  0.4392157 ]
  [0.6627451  0.5372549  0.4392157 ]
  ...
  [0.5137255  0.4509804  0.45882353]
  [0.5137255  0.4509804  0.45882353]
  [0.50980395 0.44705883 0.45490196]]]","[[0.0627451  0.0627451  0.0627451  ... 0.12941177 0.12941177 0.12941177]
 [0.0627451  0.0627451  0.0627451  ... 0.12941177 0.12941177 0.12941177]
 [0.0627451  0.0627451  0.0627451  ... 0.04313726 0.04313726 0.04313726]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
232,houston_1_5_H_-16_000032,"[[[0.6        0.6        0.6       ]
  [0.20784314 0.16078432 0.21960784]
  [0.18431373 0.13725491 0.1882353 ]
  ...
  [0.42352942 0.30980393 0.29803923]
  [0.7137255  0.627451   0.59607846]
  [0.72156864 0.6431373  0.60784316]]

 [[0.6        0.6        0.6       ]
  [0.19607843 0.14509805 0.20784314]
  [0.19215687 0.13725491 0.18431373]
  ...
  [0.42745098 0.30980393 0.29411766]
  [0.59607846 0.5019608  0.47058824]
  [0.6666667  0.58431375 0.54509807]]

 [[0.6        0.6        0.6       ]
  [0.18431373 0.13333334 0.1882353 ]
  [0.20784314 0.13725491 0.18431373]
  ...
  [0.8392157  0.77254903 0.7411765 ]
  [0.78431374 0.7176471  0.6431373 ]
  [0.7882353  0.72156864 0.6901961 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.72156864 0.5882353  0.49019608]
  [0.72156864 0.5882353  0.49019608]
  ...
  [0.53333336 0.47843137 0.46666667]
  [0.5254902  0.47058824 0.45882353]
  [0.5058824  0.4509804  0.44313726]]

 [[0.6        0.6        0.6       ]
  [0.7137255  0.5803922  0.48235294]
  [0.7137255  0.5803922  0.47843137]
  ...
  [0.5411765  0.4862745  0.4745098 ]
  [0.53333336 0.47843137 0.46666667]
  [0.5294118  0.4745098  0.4627451 ]]

 [[0.6        0.6        0.6       ]
  [0.7058824  0.57254905 0.47058824]
  [0.7019608  0.5686275  0.4627451 ]
  ...
  [0.5411765  0.4862745  0.4745098 ]
  [0.5372549  0.48235294 0.47058824]
  [0.5372549  0.48235294 0.47058824]]]","[[0.05882353 0.05882353 0.05882353 ... 0.03921569 0.03921569 0.03921569]
 [0.05882353 0.05882353 0.05882353 ... 0.03921569 0.03921569 0.03921569]
 [0.05882353 0.05882353 0.05882353 ... 0.03921569 0.03921569 0.03921569]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
233,houston_1_5_H_-16_000033,"[[[0.6        0.6        0.6       ]
  [0.8117647  0.6117647  0.4627451 ]
  [0.8235294  0.627451   0.4862745 ]
  ...
  [0.87058824 0.8392157  0.78039217]
  [0.8745098  0.8392157  0.7921569 ]
  [0.8784314  0.84313726 0.7921569 ]]

 [[0.6        0.6        0.6       ]
  [0.80784315 0.6117647  0.45882353]
  [0.8156863  0.6313726  0.47843137]
  ...
  [0.8745098  0.84313726 0.78431374]
  [0.8745098  0.84313726 0.7921569 ]
  [0.8784314  0.84313726 0.7921569 ]]

 [[0.6        0.6        0.6       ]
  [0.80784315 0.62352943 0.46666667]
  [0.8117647  0.63529414 0.47843137]
  ...
  [0.8745098  0.84313726 0.78431374]
  [0.8745098  0.8392157  0.7921569 ]
  [0.8784314  0.8392157  0.7921569 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.7764706  0.62352943 0.5058824 ]
  [0.78431374 0.6313726  0.50980395]
  ...
  [0.6862745  0.61960787 0.5921569 ]
  [0.6862745  0.61960787 0.5921569 ]
  [0.6862745  0.61960787 0.5921569 ]]

 [[0.6        0.6        0.6       ]
  [0.78431374 0.6313726  0.50980395]
  [0.78431374 0.6313726  0.50980395]
  ...
  [0.6862745  0.61960787 0.5921569 ]
  [0.6784314  0.6117647  0.58431375]
  [0.67058825 0.6039216  0.5764706 ]]

 [[0.6        0.6        0.6       ]
  [0.78039217 0.6313726  0.50980395]
  [0.78431374 0.6313726  0.50980395]
  ...
  [0.6666667  0.6        0.57254905]
  [0.654902   0.5882353  0.56078434]
  [0.6509804  0.58431375 0.5568628 ]]]","[[0.05882353 0.05882353 0.05882353 ... 0.03921569 0.03921569 0.03921569]
 [0.05882353 0.05882353 0.05882353 ... 0.03921569 0.03921569 0.03921569]
 [0.05882353 0.05882353 0.05882353 ... 0.03921569 0.03921569 0.03921569]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
234,houston_1_5_H_-16_000034,"[[[0.6        0.6        0.6       ]
  [0.28627452 0.2509804  0.23921569]
  [0.25490198 0.21176471 0.23137255]
  ...
  [0.8        0.73333335 0.7019608 ]
  [0.8117647  0.74509805 0.7058824 ]
  [0.8117647  0.74509805 0.70980394]]

 [[0.6        0.6        0.6       ]
  [0.28235295 0.24705882 0.2627451 ]
  [0.27058825 0.22745098 0.25882354]
  ...
  [0.7882353  0.72156864 0.6901961 ]
  [0.8156863  0.7529412  0.7137255 ]
  [0.8117647  0.7490196  0.70980394]]

 [[0.6        0.6        0.6       ]
  [0.28235295 0.2509804  0.27058825]
  [0.2784314  0.23921569 0.2784314 ]
  ...
  [0.7882353  0.72156864 0.6862745 ]
  [0.8235294  0.7647059  0.7254902 ]
  [0.8156863  0.75686276 0.7137255 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.7137255  0.5921569  0.47843137]
  [0.7137255  0.5921569  0.47843137]
  ...
  [0.6627451  0.5882353  0.56078434]
  [0.65882355 0.58431375 0.5568628 ]
  [0.65882355 0.58431375 0.5568628 ]]

 [[0.6        0.6        0.6       ]
  [0.7176471  0.5921569  0.47843137]
  [0.7176471  0.5921569  0.47843137]
  ...
  [0.6666667  0.5921569  0.5647059 ]
  [0.65882355 0.58431375 0.5568628 ]
  [0.654902   0.5803922  0.5529412 ]]

 [[0.6        0.6        0.6       ]
  [0.7176471  0.5921569  0.47843137]
  [0.7137255  0.5882353  0.4745098 ]
  ...
  [0.6784314  0.6039216  0.57254905]
  [0.6627451  0.5882353  0.56078434]
  [0.65882355 0.58431375 0.5568628 ]]]","[[0.05490196 0.05490196 0.05490196 ... 0.03921569 0.03921569 0.03921569]
 [0.05490196 0.05490196 0.05490196 ... 0.03921569 0.03921569 0.03921569]
 [0.05490196 0.05490196 0.05490196 ... 0.03921569 0.03921569 0.03921569]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
235,houston_1_5_H_-16_000035,"[[[0.6        0.6        0.6       ]
  [0.2509804  0.16862746 0.20392157]
  [0.24705882 0.1764706  0.20784314]
  ...
  [0.8627451  0.8117647  0.77254903]
  [0.8666667  0.8156863  0.7764706 ]
  [0.8862745  0.83137256 0.7921569 ]]

 [[0.6        0.6        0.6       ]
  [0.27058825 0.17254902 0.2       ]
  [0.3137255  0.22745098 0.24705882]
  ...
  [0.85490197 0.8039216  0.7647059 ]
  [0.84705883 0.79607844 0.7607843 ]
  [0.88235295 0.827451   0.7921569 ]]

 [[0.6        0.6        0.6       ]
  [0.34509805 0.23137255 0.23921569]
  [0.38431373 0.28235295 0.2901961 ]
  ...
  [0.827451   0.7764706  0.7411765 ]
  [0.81960785 0.76862746 0.73333335]
  [0.8745098  0.81960785 0.78431374]]

 ...

 [[0.6        0.6        0.6       ]
  [0.6039216  0.4862745  0.3764706 ]
  [0.6039216  0.4862745  0.3764706 ]
  ...
  [0.65882355 0.5882353  0.54901963]
  [0.65882355 0.5882353  0.54901963]
  [0.65882355 0.5882353  0.54901963]]

 [[0.6        0.6        0.6       ]
  [0.6039216  0.4862745  0.3764706 ]
  [0.6039216  0.4862745  0.3764706 ]
  ...
  [0.65882355 0.5882353  0.54901963]
  [0.65882355 0.5882353  0.54901963]
  [0.65882355 0.5882353  0.54901963]]

 [[0.6        0.6        0.6       ]
  [0.5921569  0.4745098  0.3647059 ]
  [0.5921569  0.4745098  0.3647059 ]
  ...
  [0.65882355 0.5882353  0.54901963]
  [0.65882355 0.5882353  0.54901963]
  [0.65882355 0.5882353  0.54901963]]]","[[0.05490196 0.05490196 0.05490196 ... 0.03529412 0.03529412 0.03529412]
 [0.05490196 0.05490196 0.05490196 ... 0.03529412 0.03529412 0.03529412]
 [0.05490196 0.05490196 0.05490196 ... 0.03529412 0.03529412 0.03529412]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
236,houston_1_5_H_-16_000036,"[[[0.6        0.6        0.6       ]
  [0.3647059  0.2627451  0.32156864]
  [0.28627452 0.19607843 0.25490198]
  ...
  [0.84313726 0.80784315 0.7647059 ]
  [0.8509804  0.80784315 0.7647059 ]
  [0.85490197 0.80784315 0.7607843 ]]

 [[0.6        0.6        0.6       ]
  [0.4117647  0.3019608  0.3529412 ]
  [0.3137255  0.21176471 0.26666668]
  ...
  [0.84705883 0.8156863  0.77254903]
  [0.85490197 0.8117647  0.76862746]
  [0.85490197 0.80784315 0.7647059 ]]

 [[0.6        0.6        0.6       ]
  [0.47843137 0.3529412  0.39215687]
  [0.34509805 0.23137255 0.27450982]
  ...
  [0.8509804  0.81960785 0.7764706 ]
  [0.85490197 0.8117647  0.77254903]
  [0.85490197 0.8117647  0.76862746]]

 ...

 [[0.6        0.6        0.6       ]
  [0.56078434 0.4392157  0.3254902 ]
  [0.52156866 0.40784314 0.2901961 ]
  ...
  [0.64705884 0.5764706  0.53333336]
  [0.6431373  0.57254905 0.53333336]
  [0.6392157  0.5686275  0.5294118 ]]

 [[0.6        0.6        0.6       ]
  [0.5411765  0.42352942 0.30980393]
  [0.50980395 0.39607844 0.2784314 ]
  ...
  [0.6509804  0.5803922  0.5372549 ]
  [0.6509804  0.5803922  0.5372549 ]
  [0.64705884 0.5764706  0.5372549 ]]

 [[0.6        0.6        0.6       ]
  [0.5294118  0.41568628 0.29803923]
  [0.50980395 0.4        0.28235295]
  ...
  [0.654902   0.58431375 0.5372549 ]
  [0.654902   0.58431375 0.5411765 ]
  [0.654902   0.58431375 0.54509807]]]","[[0.05490196 0.05490196 0.05490196 ... 0.03529412 0.03529412 0.03529412]
 [0.05490196 0.05490196 0.05490196 ... 0.03529412 0.03529412 0.03529412]
 [0.05490196 0.05490196 0.05490196 ... 0.03529412 0.03529412 0.03529412]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
